id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
B0HR6U8885,吉祥家常菜(华盛苑店),华胜苑26号楼107号营业房,山东省,370000,济宁市,537,任城区,370811,15163782155,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/aeec7ebf09c01b4720cd19aef77a6017'}]",2022-09-02T05:08:47,116.573466,35.381994,116.5681682,35.38245911,餐饮服务,中餐厅,中餐厅
B0IDM9XTE2,红西冷饮,红星西路与梦圆路交叉口西180米,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;冷饮店;冷饮店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f3566d1cb1c509256db938f84f11ccc2'}]",2022-09-02T05:06:51,116.567565,35.415684,116.5622562,35.41611375,餐饮服务,冷饮店,冷饮店
B0IDCB7DGP,浩祥甏肉干饭,红星西路与济安桥路交叉口东140米,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;中餐厅;中餐厅,[],2022-09-02T05:03:00,116.566703,35.415824,116.5613929,35.41625247,餐饮服务,中餐厅,中餐厅
B0ID45MGEF,猛猛夹饼,洸和路第三加油站对过街口菜馆,山东省,370000,济宁市,537,任城区,370811,13082620468,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0ea1a9ea59a752a8e2b6499ad11dc89c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e338819966979c515d18aa63a0d86921'}]",2022-09-02T04:59:34,116.583019,35.420772,116.5777255,35.42121297,餐饮服务,餐饮相关场所,餐饮相关
B0G02R58H3,檬小7水果鲜茶,嘉北路文苑雅居,山东省,370000,济宁市,537,嘉祥县,370829,15963779897,餐饮服务;冷饮店;冷饮店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6d0f56686afff3e6867e8d2d500deb74'}]",2022-09-02T04:55:56,116.341107,35.422567,116.3354583,35.42271242,餐饮服务,冷饮店,冷饮店
B0ID7CKKRT,火爆铁板鱿鱼,水泊大街辅路梁山伦达广场,山东省,370000,济宁市,537,梁山县,370832,[],餐饮服务;中餐厅;中餐厅,[],2022-09-02T04:40:13,116.079752,35.786298,116.0739132,35.78618003,餐饮服务,中餐厅,中餐厅
B0I1PYKVA1,蜜雪冰城(嘉祥店),中心大街与青年路交叉口东140米,山东省,370000,济宁市,537,嘉祥县,370829,[],餐饮服务;冷饮店;冷饮店,[],2022-09-02T04:35:33,116.344116,35.396952,116.3384638,35.39711302,餐饮服务,冷饮店,冷饮店
B0IAVPA8T4,兰州拉面,321省道与桥头街交叉口东南200米,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;中餐厅;清真菜馆,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b4626194aa503269d197558b79a7a6af'}]",2022-09-02T04:35:31,116.445556,35.492621,116.4398769,35.49268645,餐饮服务,中餐厅,清真菜馆
B0FFFEBNHQ,天天火锅,鱼新二路联友超市300米路南,山东省,370000,济宁市,537,鱼台县,370827,0537-5017888,餐饮服务;中餐厅;火锅店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fcfdc8686a84981cb7030e523b85d4cc'}]",2022-09-02T04:35:04,116.643563,34.996123,116.6382526,34.99695765,餐饮服务,中餐厅,火锅店
B0HKYDUO8Y,老味餐馆,观鱼大街京港花园,山东省,370000,济宁市,537,鱼台县,370827,[],餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b20dc85084548a33070771ef1875a4c5'}]",2022-09-02T04:21:13,116.628445,35.009718,116.6231635,35.0105588,餐饮服务,中餐厅,中餐厅
B0H2DOGK3L,华乐士全鸡汉堡(京杭佳苑店),太白湖新区京杭佳苑B区南门(北湖二小西),山东省,370000,济宁市,537,任城区,370811,15668162772,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/10c1fb16b7be67bd577137edaafbe232'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/72c3d8afb8381b32742e1c6bf148cba9'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8ead8c8431315ad61c57ee8a602e017d'}]",2022-09-02T04:03:34,116.612011,35.368528,116.6067164,35.36901325,餐饮服务,快餐厅,快餐厅
B0IUK752PA,汶上县广状蛋糕店,次邱镇圣路悦客嘉超市内,山东省,370000,济宁市,537,汶上县,370830,[],餐饮服务;糕饼店;糕饼店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4a8082312267fedff10c6ca78a4abe81'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8ca34cf7045383152d106ebec2155bc8'}]",2022-09-02T03:54:19,116.419596,35.661287,116.4138561,35.66121555,餐饮服务,糕饼店,糕饼店
B0IA3OF8EX,重庆鸡公煲(运河城商业摩尔店),运河城商业MALLB1东区,山东省,370000,济宁市,537,任城区,370811,15854794555,餐饮服务;中餐厅;四川菜(川菜),"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/51fdb0461e1f7e50fe289f16a2bc3ee8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8dc1f45972816828014e7c23ef539209'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/95b2366d28d764d9cc8503d30d71688e'}]",2022-09-02T03:54:04,116.591313,35.40849,116.5860236,35.40894486,餐饮服务,中餐厅,四川菜(川菜)
B0IUKSOG32,曲阜市西宾路双龙超市檬小七饮品店,西宾路双龙超市檬小七饮品店,山东省,370000,济宁市,537,曲阜市,370881,13053761901,餐饮服务;冷饮店;冷饮店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/99147c1471de2382e012028483d20ed5'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e8a01a27e90396127faae356c80fec07'}]",2022-09-02T03:54:04,116.971724,35.593765,116.9661162,35.59398014,餐饮服务,冷饮店,冷饮店
B0IUK5W6T0,功夫小面熊猫撸串,文化路与荷香路红绿灯南18米路东百世帝景门市,山东省,370000,济宁市,537,金乡县,370828,0537-8987222,餐饮服务;中餐厅;中餐厅,[],2022-09-02T03:53:59,116.320869,35.066921,116.3153003,35.06745699,餐饮服务,中餐厅,中餐厅
B0IUKAFILP,曲阜市大院子烧烤,小雪街道西雪村104国道路西,山东省,370000,济宁市,537,曲阜市,370881,[],餐饮服务;中餐厅;中餐厅,[],2022-09-02T03:53:59,116.979573,35.507644,116.9739429,35.50789243,餐饮服务,中餐厅,中餐厅
B0ID652KJP,红宝石,外环南路与宁民路交叉口东北500米,山东省,370000,济宁市,537,汶上县,370830,15866061639,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d8bf868243d52fabf4ec2dd71ba7004c'}]",2022-09-02T03:53:43,116.49064,35.690765,116.4850787,35.69082801,餐饮服务,餐饮相关场所,餐饮相关
B0IUKC4RH5,小航家厚切炒酸奶,钢山街道平阳西路489号1号楼107门头房,山东省,370000,济宁市,537,邹城市,370883,18254776315,餐饮服务;餐饮相关场所;餐饮相关,[],2022-09-02T03:53:39,116.963973,35.401803,116.9584144,35.40217487,餐饮服务,餐饮相关场所,餐饮相关
B0IUK5WP07,小幸福铁板风味小吃,观音阁街道绿地国际城一期转盘北侧,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0ad6e5e93ab5688fda9bc47974b8a913'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a2385904cda0e611efd5c4a2cdcdfbce'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f61a9e601c08076da8bbf4627dd99342'}]",2022-09-02T03:53:39,116.609407,35.394345,116.6041122,35.3948095,餐饮服务,中餐厅,中餐厅
B0IU4XN86H,济爆旋转小火锅,瑞马名门商业街0121号,山东省,370000,济宁市,537,任城区,370811,18853740662,餐饮服务;中餐厅;火锅店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ea1862bdf2bd1d701ef7bfdd250f923d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/fbf35203c70ae1b9305441aa88b61c3b'}]",2022-09-02T03:53:36,116.612807,35.45034,116.6075033,35.45075726,餐饮服务,中餐厅,火锅店
B0IDRUM5T6,瑞祥快餐,水泊大街与虎头峰路交叉口西北360米,山东省,370000,济宁市,537,梁山县,370832,[],餐饮服务;快餐厅;快餐厅,[],2022-09-02T03:24:08,116.07991,35.785743,116.0740711,35.7856251,餐饮服务,快餐厅,快餐厅
B0IDLZSX4W,最高鸡密,嘉北路与建设路交叉口东380米,山东省,370000,济宁市,537,嘉祥县,370829,18615929809,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d709d06f4acc6a2cdca178da2f354793'}]",2022-09-02T02:40:30,116.341034,35.423782,116.3353854,35.42392657,餐饮服务,快餐厅,快餐厅
B0G0L5H429,高记羊肉汤,诗圣路锦绣花园,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b33472b9e6b2cdaf77b36e649575edcf'}]",2022-09-02T02:14:12,116.60829,35.37776,116.6029978,35.37823921,餐饮服务,中餐厅,中餐厅
B0H2N5EA20,刘兵甏肉干饭,中海城正对过,山东省,370000,济宁市,537,任城区,370811,18953728528,餐饮服务;快餐厅;快餐厅,[],2022-09-02T02:06:01,116.550837,35.411857,116.5454972,35.41226186,餐饮服务,快餐厅,快餐厅
B0HKDUZMCK,千花饮茶饮·小吃,柳行南街盛景园小区,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;冷饮店;冷饮店,[],2022-09-02T02:05:51,116.574887,35.395411,116.5695894,35.39586618,餐饮服务,冷饮店,冷饮店
B0FFI4MSI4,主食厨房(冠亚店),吴泰闸路与长虹路交叉口南300米,山东省,370000,济宁市,537,任城区,370811,13465370890,餐饮服务;中餐厅;中餐厅,[],2022-09-02T01:58:53,116.632105,35.422429,116.6267757,35.42284921,餐饮服务,中餐厅,中餐厅
B0IDZZ4DWT,老北京卤煮爆肚刘庄店,刘庄南路2-22号,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;餐饮相关场所;餐饮相关,[],2022-09-02T01:48:38,116.603754,35.410459,116.5984616,35.41091225,餐饮服务,餐饮相关场所,餐饮相关
B0IDUC7LYK,笑纳茶庄,狄园街与南池路交叉口北180米,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;茶艺馆;茶艺馆,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1fb4826cbe60356d7d4fcb0d43e1fbb4'}]",2022-09-02T01:45:12,116.57626,35.391808,116.5709641,35.39226757,餐饮服务,茶艺馆,茶艺馆
B0G1ZX6RUV,清真羊汤馆,东方摇篮幼儿园北侧,山东省,370000,济宁市,537,梁山县,370832,[],餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/73d22013ff1e11c0e568c7f0ffa6a235'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/04294b8c1b385bbf874a9c43e64e8ded'}]",2022-09-02T01:36:11,116.122916,35.786513,116.1171017,35.78639966,餐饮服务,中餐厅,中餐厅
B0FFGK7MXT,杨国福麻辣烫(贵和店),建设东路399号贵和购物中心B1层,山东省,370000,济宁市,537,兖州区,370812,13853718822,餐饮服务;中餐厅;特色/地方风味餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/879eff0a0474ea806b32a284c5497e39'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a387e5d59d59d7aae599331316d24229'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0ecbc040b35ebf9e6ed7a987e51ebdaa'}]",2022-09-02T01:31:56,116.81495,35.556371,116.8094183,35.55659905,餐饮服务,中餐厅,特色/地方风味餐厅
B0GUVUUEPM,济宁九州印象餐饮有限公司,新兖镇丰兖路与友谊路路口向北50米路西,山东省,370000,济宁市,537,兖州区,370812,15065373233,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a7623bdf96e82b780f2f9e0f53579f76'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3628d72df2e2b0f41489649c58a7db9f'}]",2022-09-02T01:17:50,116.795428,35.536676,116.789868,35.53688422,餐饮服务,中餐厅,中餐厅
B0IDR5L3XV,甜品铺手工冰粉,水泊大街与虎头峰路交叉口西北360米,山东省,370000,济宁市,537,梁山县,370832,[],餐饮服务;甜品店;甜品店,[],2022-09-02T01:17:02,116.08009,35.785909,116.074251,35.78579089,餐饮服务,甜品店,甜品店
B0IDRUMUY9,串当家炸串卷饼,水泊大街与虎头峰路交叉口西北380米,山东省,370000,济宁市,537,梁山县,370832,[],餐饮服务;中餐厅;中餐厅,[],2022-09-02T01:16:53,116.079778,35.786012,116.0739392,35.78589411,餐饮服务,中餐厅,中餐厅
B0FFK14U58,芝士遇见鸡(运河城店),共青团路与太白楼中路交叉口运河城六楼,山东省,370000,济宁市,537,任城区,370811,13325179683,餐饮服务;外国餐厅;外国餐厅,"[{'title': '环境', 'url': 'http://store.is.autonavi.com/showpic/03509fe194ec0104f5b4253454b74bbe'}, {'title': '菜品', 'url': 'http://store.is.autonavi.com/showpic/0702d217f5275e15835bf1c05f866021'}, {'title': '菜品', 'url': 'http://store.is.autonavi.com/showpic/0bf7bee401d0b1b1157c517e499148d7'}]",2022-09-02T00:53:16,116.589872,35.407829,116.5845825,35.40828396,餐饮服务,外国餐厅,外国餐厅
B0FFHD50CH,淮南牛肉汤,扬州南路41号,山东省,370000,济宁市,537,兖州区,370812,18353773390,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/eb9287e27b664655999bc360e1123f56'}]",2022-09-02T00:36:19,116.796205,35.532459,116.7906465,35.53267117,餐饮服务,中餐厅,中餐厅
B0FFKTCJIA,一品粥铺,诗仙路社区商业街37号,山东省,370000,济宁市,537,任城区,370811,13792356162,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/bda1e808699fe6cb0ea3f1ecf6bd18c9'}]",2022-09-02T00:10:12,116.689447,35.409574,116.6839773,35.40990364,餐饮服务,快餐厅,快餐厅
B0IATKDWLE,书香苑茶舍,越山南路与水泊南路交叉口东540米,山东省,370000,济宁市,537,梁山县,370832,[],餐饮服务;茶艺馆;茶艺馆,[],2022-09-02T00:01:17,116.091747,35.788505,116.085905,35.78837947,餐饮服务,茶艺馆,茶艺馆
B0FFM3F2MH,翟记大包,海关东路府河小区,山东省,370000,济宁市,537,任城区,370811,[],餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/22876dcb15d145197b77d1d941598e8f'}]",2022-09-01T23:56:49,116.611898,35.418297,116.6065985,35.41874026,餐饮服务,快餐厅,快餐厅
B0FFJCH46F,少东家酒楼,泉源大道附近龙城时代广场营销中心西133号,山东省,370000,济宁市,537,泗水县,370831,0537-4169111,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/637448289163903546802539a79deabf'}]",2022-09-01T23:53:16,117.252618,35.655175,117.2467499,35.65526892,餐饮服务,中餐厅,中餐厅
