,id,name,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
10,B0IDMCW4AK,朴宿龙湾良舍,山东省,370000,济宁市,537,泗水县,370831,4000800707,住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/871a137efc84c42ce1ada835adf7163b'}, {'provider': [], 'title': '酒店外观', 'url': 'http://store.is.autonavi.com/showpic/5f05e341c699d76c1853b034be38fbd5'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/d61e3c12fdb3cb3f0f12590cf773c4e6'}]",2022-09-02T04:38:54,117.2771,35.604192,117.27121058010223,35.604299463278025,住宿服务,住宿服务相关,住宿服务相关
11,B0HKKGE3DN,济宁万达星际主题公寓,山东省,370000,济宁市,537,任城区,370811,"+862126137886,5122748",住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/114ba59b6f3b130800222e212a73bea8'}, {'provider': [], 'title': '其他', 'url': 'http://store.is.autonavi.com/showpic/83a33f80c2f269a74f35a5370d9238e0'}]",2022-09-02T03:54:33,116.605811,35.409986,116.60051737389531,35.4104389974423,住宿服务,住宿服务相关,住宿服务相关
12,B0IUK78MFP,喆啡酒店(济宁金乡店),山东省,370000,济宁市,537,金乡县,370828,[],住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/36ccfbe3bb3829019e9d3202d5e2c996'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/139e081b8b67093f1bf5454a886465fc'}]",2022-09-02T03:53:54,116.308805,35.058718,116.30326169323853,35.05928535726606,住宿服务,宾馆酒店,宾馆酒店
13,B0FFKM40P8,曲阜红光宾馆,山东省,370000,济宁市,537,曲阜市,370881,15166479771,住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/957eb6d05e39107d214a78976b7b8314'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/2d8eecf683180b259e9b957ac0b77c00'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/04184da8e34f811cc91813531605e928'}]",2022-09-02T03:42:31,116.964608,35.545024,116.95903217266684,35.54528787772819,住宿服务,住宿服务相关,住宿服务相关
14,B0IATGK129,济宁兖州市粮食宾馆,山东省,370000,济宁市,537,兖州区,370812,[],住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/0139558c360365bf24e15ce710325698'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/52d1275ee5185f4875f3f42f4d407d60'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/0d68616733af54595034d9a0a4e6a306'}]",2022-09-02T03:22:24,116.83472,35.555546,116.82922363714856,35.55581139504078,住宿服务,住宿服务相关,住宿服务相关
15,B0FFKR7MY0,曲阜圣地假日酒店,山东省,370000,济宁市,537,曲阜市,370881,0537-4488006;0537-3190009,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/c896e69dcb7edfb39d933de3bdb151e4'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/0e0b5ce8548cfcb65d4e64d8362d9bbc'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/9c3457c3aae38a4317160435b5b99a94'}]",2022-09-02T02:27:54,117.001218,35.603127,116.99548647359792,35.603250191198626,住宿服务,宾馆酒店,宾馆酒店
16,B0G3AGB6I1,曲阜复圣民宿,山东省,370000,济宁市,537,曲阜市,370881,13854758166,住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/427f0ff96e8f4108558485189a8d39d7'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/3b1f577c8d812d7b1e43afa2333df09d'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/499df49d66a089a2cb7889af78fb496e'}]",2022-09-02T02:13:59,116.99382,35.603339,116.9881201437746,35.603484519613794,住宿服务,住宿服务相关,住宿服务相关
17,B0IBTY511L,希维尔主题公寓(济宁万达广场店),山东省,370000,济宁市,537,任城区,370811,[],住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/8c6ffabce749a75f5852fdf67e209a71'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/3f9b43b4372c08aaa90fb1774dc1fccd'}, {'provider': [], 'title': '其他', 'url': 'http://store.is.autonavi.com/showpic/29fc5619a93d7242853e5266322641c8'}]",2022-09-02T02:02:42,116.603688,35.407894,116.59839589635476,35.40834938573786,住宿服务,住宿服务相关,住宿服务相关
18,B0FFFGTOB7,白衣堂旅店,山东省,370000,济宁市,537,兖州区,370812,0537-3430007,住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': '客房', 'url': 'http://store.is.autonavi.com/showpic/b19f9dd30583c090fcbc3642ae24fada'}, {'provider': [], 'title': '客房', 'url': 'http://store.is.autonavi.com/showpic/e2fef4f68075ec489223709e7ecda435'}, {'provider': [], 'title': '客房', 'url': 'http://store.is.autonavi.com/showpic/958ebb53a2079de3c13b52eebc050a05'}]",2022-09-02T00:41:12,116.821525,35.553982,116.8160051533105,35.5542236636604,住宿服务,旅馆招待所,旅馆招待所
19,B0FFG19TOO,永发宾馆,山东省,370000,济宁市,537,曲阜市,370881,15866092965,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': '酒店外观', 'url': 'http://store.is.autonavi.com/showpic/d19ab6babc426e52dfaf0db0f79095e0'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/c51eadd10598cd3cba5d0f1f9c11fad1'}, {'provider': [], 'title': '客房', 'url': 'http://store.is.autonavi.com/showpic/d3d66cd0706de7561df01f02637d88c3'}]",2022-09-02T00:28:43,116.993228,35.587328,116.987532370092,35.587484635898214,住宿服务,宾馆酒店,宾馆酒店
20,B0IDRZ6TF7,速达酒店(怡莱龙城广场店),山东省,370000,济宁市,537,梁山县,370832,0537-7666698,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/b6d6e0169b2f833af87b9f4b962b5022'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/1e513854f93d5ab850a89db13f82056a'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/86abe1614e869a8e7d80008ebec7bac8'}]",2022-09-01T22:57:46,116.101404,35.809602,116.09556297172476,35.80946829606768,住宿服务,宾馆酒店,宾馆酒店
21,B0FFFDRGC0,建云宾馆,山东省,370000,济宁市,537,曲阜市,370881,13012631238,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': '酒店外观', 'url': 'http://store.is.autonavi.com/showpic/45980e4f9c152eff5ec5f57c444b6ff9'}, {'provider': [], 'title': '休闲室', 'url': 'http://store.is.autonavi.com/showpic/4698937e8375eb514382683d7651c57a'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/41cad04cb44b90c285709bd338ec6172'}]",2022-09-01T22:57:39,116.987601,35.590848,116.98192885812873,35.59101943611086,住宿服务,宾馆酒店,宾馆酒店
22,B0I26RK632,格林公寓,山东省,370000,济宁市,537,邹城市,370883,[],住宿服务;旅馆招待所;旅馆招待所,[],2022-09-01T19:40:28,116.952258,35.41075,116.94673855845312,35.4111418569783,住宿服务,旅馆招待所,旅馆招待所
23,B0FFFEPWK7,曲阜吉祥宾馆,山东省,370000,济宁市,537,曲阜市,370881,15866091106,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': '酒店外观', 'url': 'http://store.is.autonavi.com/showpic/d0c35a1487928483d415045087ce4255'}, {'provider': [], 'title': '客房', 'url': 'http://store.is.autonavi.com/showpic/7a1a4afb1a9ac0cdb2c2e0593d6b2e35'}, {'provider': [], 'title': '客房', 'url': 'http://store.is.autonavi.com/showpic/26ac3deceb43b67d53e885e11483a03d'}]",2022-09-01T11:10:25,116.973442,35.594153,116.96782739911512,35.594363218481625,住宿服务,宾馆酒店,宾馆酒店
24,B0IBX7NHRX,曲阜悠家.仁里別院民宿,山东省,370000,济宁市,537,曲阜市,370881,13863711090;15562379788,住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/4553cd725e4a5d1ced885ff955e7c014'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/3ff4787f6d43ea75cb12c867e3c8b172'}, {'provider': [], 'title': '外观', 'url': 'http://store.is.autonavi.com/showpic/44c87c2154bcd060d101da76f628c574'}]",2022-09-01T08:29:41,116.998079,35.604326,116.99236080888932,35.604458044011494,住宿服务,旅馆招待所,旅馆招待所
25,B0FFJIF4JV,曲阜海友主题旅馆,山东省,370000,济宁市,537,曲阜市,370881,13854794720,住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/b04149496bda14ed0c9188a9dff56b2e'}, {'provider': [], 'title': '家庭间', 'url': 'http://store.is.autonavi.com/showpic/a064556bf45fd7c3759c0f95eae7b03d'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/3166ea403490d7ddf30e9449834dcf28'}]",2022-09-01T08:21:37,116.971529,35.596559,116.96592162440176,35.59677303902554,住宿服务,住宿服务相关,住宿服务相关
26,B02190YB4S,亿家缘招待所,山东省,370000,济宁市,537,邹城市,370883,15263788633,住宿服务;旅馆招待所;旅馆招待所,[],2022-09-01T04:19:41,116.794095,35.337047,116.78855390098605,35.337410786674106,住宿服务,旅馆招待所,旅馆招待所
27,B0I1SAIZTT,曲阜玖熹民宿,山东省,370000,济宁市,537,曲阜市,370881,13012623193,住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/ceabf0479d512667705bde693adfa0ce'}, {'provider': [], 'title': '888双床房', 'url': 'http://store.is.autonavi.com/showpic/71c662cddf52eb616b6942bcc6fe5562'}, {'provider': [], 'title': '双床房', 'url': 'http://store.is.autonavi.com/showpic/c3060c487ad728f18dc4a3f3874b6de3'}]",2022-09-01T03:43:26,116.990937,35.586754,116.98525118225984,35.58691787865622,住宿服务,旅馆招待所,旅馆招待所
28,B0FFH53DNU,99旅馆连锁(曲阜三孔店),山东省,370000,济宁市,537,曲阜市,370881,[],住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/663f75752bd0f1aa878d83f39d571cc4'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/47136461dd627270ea25aba8e9d127df'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/8d235f3382524cb9f71008b5dedc1dbe'}]",2022-09-01T03:31:39,116.993264,35.594566,116.98756744831722,35.59471826940729,住宿服务,住宿服务相关,住宿服务相关
29,B0I6AGY1RL,花雾里优选民宿(嘉祥汽车站店),山东省,370000,济宁市,537,嘉祥县,370829,18553737977,住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/abfc7fc8ff267994b8f92bd25331b025'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/a1f927390f382ac6eda79ae292f17639'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/1cde3985ebd41e901fdd1775cfb2046c'}]",2022-09-01T01:42:44,116.338663,35.427094,116.3330190045979,35.42724032108581,住宿服务,住宿服务相关,住宿服务相关
30,B0FFK8Z68S,金龙快捷商务宾馆(中都广场牛村店),山东省,370000,济宁市,537,汶上县,370830,15564033008,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/ec2b40b91f625c462bcb3418bff84eb5'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/ea882aae240dc43424c647d3f583fe52'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/1538e5a63943ca9881fb9670117f74e1'}]",2022-09-01T01:42:29,116.486855,35.713489,116.48127786469912,35.71353060591475,住宿服务,宾馆酒店,宾馆酒店
31,B0IDJU8E69,维也纳国际酒店,山东省,370000,济宁市,537,任城区,370811,0537-5109999,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/fdb29c046a4deb15290d34a4994b5c21'}, {'provider': [], 'title': '酒店外观', 'url': 'http://store.is.autonavi.com/showpic/7e6659a45b64f859b96e9866dff6e312'}, {'provider': [], 'title': '公共区域', 'url': 'http://store.is.autonavi.com/showpic/de564c41e0386ad4c99a4810b14975c8'}]",2022-09-01T01:42:25,116.615706,35.438824,116.6104002980662,35.439248228354565,住宿服务,宾馆酒店,宾馆酒店
32,B0FFFEB6Y7,冠福林大酒店,山东省,370000,济宁市,537,曲阜市,370881,15898655688,餐饮服务;中餐厅;中餐厅|住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/9ff0873727d6da9821d50c8a619e581d'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/dfebecdf5561444fbd903345490d8e25'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/567a4f97a3102e78f395b597'}]",2022-09-01T00:28:38,117.001187,35.604018,116.99545551154372,35.60414077580707,住宿服务,宾馆酒店,宾馆酒店
33,B0ID2HQD5Z,韵荷酒店,山东省,370000,济宁市,537,鱼台县,370827,15263771303,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': 'Logo', 'url': 'http://store.is.autonavi.com/showpic/103b237d982008038407b657110ba528'}, {'provider': [], 'title': '公共区域', 'url': 'http://store.is.autonavi.com/showpic/ced2508b0500998e2a0a085dd43da4d6'}, {'provider': [], 'title': '公共区域', 'url': 'http://store.is.autonavi.com/showpic/e6665ef8101e728f4d5979f19a00a589'}]",2022-09-01T00:13:25,116.661647,35.053328,116.65628665232504,35.05406683944775,住宿服务,宾馆酒店,宾馆酒店
34,B0IDSOSLG5,瑞兴公寓,山东省,370000,济宁市,537,梁山县,370832,[],住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/f74f0882d359d41897fc79a08f810e12'}]",2022-08-31T10:24:29,116.087127,35.814114,116.08128242566868,35.813981380901886,住宿服务,旅馆招待所,旅馆招待所
35,B0IDFZDM40,如家快捷酒店(五洲祥城店),山东省,370000,济宁市,537,嘉祥县,370829,[],住宿服务;宾馆酒店;宾馆酒店,[],2022-08-30T16:42:51,116.357136,35.416949,116.35145642650733,35.41707115504051,住宿服务,宾馆酒店,宾馆酒店
36,B0IDVZV9U1,卧虎山鲁乡文化苑,山东省,370000,济宁市,537,曲阜市,370881,18854767008,住宿服务;住宿服务相关;住宿服务相关,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/1dbfc4e7e419068082ece548b16c041b'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0IDVZV9U1/comment/5E6D8193_1CAC_467E_ABA0_6A992A8DFC52_L0_001_3024_4032__1655876364980_79a6d61a.jpg'}, {'provider': [], 'title': [], 'url': 'https://aos-comment.amap.com/B0IDVZV9U1/comment/A8FF4C88_CEB4_4527_81FA_E03396C9C44C_L0_001_3024_4032__1655876364980_b25fc6d8.jpg'}]",2022-08-30T14:43:34,117.155907,35.503353,117.14995093012358,35.50341663076686,住宿服务,住宿服务相关,住宿服务相关
37,B0IUA5ZISN,树懒宾馆,山东省,370000,济宁市,537,嘉祥县,370829,[],住宿服务;宾馆酒店;宾馆酒店,[],2022-08-30T14:39:45,116.345712,35.394374,116.34005676603044,35.394534309473684,住宿服务,宾馆酒店,宾馆酒店
38,B0G0THEZI6,君缘居公寓,山东省,370000,济宁市,537,梁山县,370832,[],住宿服务;旅馆招待所;旅馆招待所,[],2022-08-30T12:39:32,116.089057,35.813236,116.0832122893631,35.813102792535226,住宿服务,旅馆招待所,旅馆招待所
39,B0ID57SPAV,NG电竞酒店(邹城市火车站店),山东省,370000,济宁市,537,邹城市,370883,0537-5286660,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/27bd0bf406006231b22c90925e0e97c9'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/c8426be83885a6fadfb079989a896005'}, {'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/45bffacc4df747a2759ec6e0dff78f96'}]",2022-08-30T10:36:58,116.960076,35.400492,116.95453145721328,35.40087455934847,住宿服务,宾馆酒店,宾馆酒店
40,B0FFIRY653,老兵客栈,山东省,370000,济宁市,537,任城区,370811,13355194803,住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/8498910232d6bf798fffdcdeb526490e'}]",2022-08-29T12:41:09,116.546178,35.374496,116.54083081613098,35.374922734543546,住宿服务,旅馆招待所,旅馆招待所
41,B0FFFR5414,海鲁商务酒店,山东省,370000,济宁市,537,邹城市,370883,0537-5337648;0537-5337888,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/6dd16e16f52fad560dc929ba761c63e4'}]",2022-08-29T05:41:22,116.960859,35.412804,116.95531042897836,35.41317445977076,住宿服务,宾馆酒店,宾馆酒店
42,B0HK01K1P0,红帆驿站,山东省,370000,济宁市,537,任城区,370811,[],住宿服务;旅馆招待所;旅馆招待所,[],2022-08-27T17:51:18,116.607505,35.419005,116.60220925220348,35.419449948595314,住宿服务,旅馆招待所,旅馆招待所
43,B0IDC1UO5L,麦子公寓,山东省,370000,济宁市,537,梁山县,370832,[],住宿服务;旅馆招待所;旅馆招待所,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/816d255c7468767773d3da5e784c9c6b'}]",2022-08-27T11:09:21,116.088576,35.78138,116.0827347558616,35.78125821887438,住宿服务,旅馆招待所,旅馆招待所
44,B0IA16REO7,如家酒店,山东省,370000,济宁市,537,任城区,370811,[],住宿服务;住宿服务相关;住宿服务相关,[],2022-08-25T08:20:07,116.581379,35.413934,116.57608510703784,35.414379418274514,住宿服务,住宿服务相关,住宿服务相关
45,B0ID25PFFU,邹城市悠家民宿,山东省,370000,济宁市,537,邹城市,370883,13954719663,住宿服务;旅馆招待所;旅馆招待所,[],2022-08-25T02:57:58,117.13723,35.405307,117.1312572688536,35.405415710174935,住宿服务,旅馆招待所,旅馆招待所
46,B0I1ACDC7Q,浩康宾馆,山东省,370000,济宁市,537,曲阜市,370881,[],住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/430d54202ed8cbb04c33081f5c27e819'}]",2022-08-25T02:57:42,116.944053,35.590254,116.9385396406503,35.5905353118133,住宿服务,宾馆酒店,宾馆酒店
47,B0HKALQ7SN,停车住宿司机超市,山东省,370000,济宁市,537,汶上县,370830,[],住宿服务;住宿服务相关;住宿服务相关,[],2022-08-24T04:43:29,116.453275,35.742086,116.44758864547408,35.74202810007005,住宿服务,住宿服务相关,住宿服务相关
48,B0GRC5BY4W,花间客栈,山东省,370000,济宁市,537,曲阜市,370881,[],住宿服务;旅馆招待所;旅馆招待所,[],2022-08-24T02:50:19,116.971439,35.594167,116.965832224961,35.594382676075725,住宿服务,旅馆招待所,旅馆招待所
49,B0FFFR50U0,鸿泰酒店(商贸大街店),山东省,370000,济宁市,537,任城区,370811,0537-2588070,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/aeca4dae1bed1c4fa7bbc632a32c53c0'}]",2022-08-23T23:13:34,116.45005,35.490571,116.44438190047218,35.490646685012905,住宿服务,宾馆酒店,宾馆酒店
50,B0FFFRG89U,欣悦宾馆(康寿巷),山东省,370000,济宁市,537,梁山县,370832,13287246486,住宿服务;宾馆酒店;宾馆酒店,"[{'provider': [], 'title': [], 'url': 'http://store.is.autonavi.com/showpic/deba297b00f34420616017f891fcac54'}]",2022-08-23T23:12:56,116.167795,35.721572,116.16209056358112,35.721553594165414,住宿服务,宾馆酒店,宾馆酒店
