,id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
38,B0FFICOAFU,海情康城3期,青州路与九州中路辅路交叉口南160米,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-25T10:14:02,116.790895,35.548577,116.7853279603882,35.54877101263109,商务住宅,商务住宅相关,商务住宅相关
39,B0FFKZVWUJ,太阳花园城2区,新兖镇太阳花园城太阳,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/59160564062232a15e516a6e23f4f7bd'}]",2022-08-25T10:14:02,116.797783,35.534828,116.79222638191384,35.535040994428805,商务住宅,商务住宅相关,商务住宅相关
40,B0FFJ9E9JT,鲁商·运河公馆2期,洪运路与景贤路交叉口西南220米,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/018ba960adc2ada1430505fd5feca2de'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1cfd4f4203faedce3dd974e37a967b4e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/b91d705026c6a928d3639c57d320f1f0'}]",2022-08-25T09:40:03,116.562952,35.3823,116.5576393250364,35.38275113458008,商务住宅,商务住宅相关,商务住宅相关
41,B0FFJ9E851,益民东区A区,奶奶阁街与三官庙前街交叉口东南180米,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-25T05:12:16,116.584909,35.423288,116.57961621780412,35.42372807868999,商务住宅,商务住宅相关,商务住宅相关
42,B0FFG7L4CO,杨柳国际新城I区,菱花路5,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c188d44f927228bc1247d75c0b28b6d1'}]",2022-08-24T20:48:50,116.652611,35.438878,116.64723479326273,35.43925297544732,商务住宅,商务住宅相关,商务住宅相关
43,B0FFFGUT6T,凤凰城凤阳区,车站西路199号,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/69ed3f0bca7f194b64f8e12227d00f03'}]",2022-08-24T20:27:17,116.570031,35.384128,116.5647287726883,35.38458732181441,商务住宅,商务住宅相关,商务住宅相关
44,B02190YO09,立国如意花园1期,如意路南200米,山东省,370000,济宁市,537,汶上县,370830,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-24T16:03:01,116.488288,35.69317,116.48271806284946,35.69322494915057,商务住宅,商务住宅相关,商务住宅相关
45,B0FFL75DXY,圣水苑B6,会展南路与弘道路交叉口西北240米,山东省,370000,济宁市,537,曲阜市,370881,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-24T14:26:04,116.990923,35.566626,116.9852393742494,35.56680213550515,商务住宅,商务住宅相关,商务住宅相关
46,B0IB27SLOI,太阳都市花园3区,大禹北路与文化西路交叉口西约140米,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-24T14:21:01,116.784675,35.559829,116.77909992084636,35.56000787245355,商务住宅,商务住宅相关,商务住宅相关
47,B0FFKF8XA1,东和新城-南区,东和新城南区东,山东省,370000,济宁市,537,汶上县,370830,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c6dd4baa1bd50b08f94e63f7234a2574'}]",2022-08-24T13:54:06,116.506947,35.707937,116.50144247495028,35.708040994348565,商务住宅,商务住宅相关,商务住宅相关
48,B0FFKDIA8D,审图中心,青州路西50米,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-24T13:15:05,116.791198,35.55253,116.78563091485476,35.552721894054805,商务住宅,商务住宅相关,商务住宅相关
49,B0FFG7YERV,龙桥2区,飞龙街33号附近,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1ac2b805fb37b3002d26a24da983c839'}]",2022-08-24T11:52:03,116.812041,35.55091,116.80650493876374,35.55113630179857,商务住宅,商务住宅相关,商务住宅相关
50,B0FFKWUVOT,犁铧春秋·风华里,风华里街1号,山东省,370000,济宁市,537,曲阜市,370881,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/43cf73ad-ac1a-49c7-a00b-43452f3883fd.jpg'}]",2022-08-23T17:48:49,116.948146,35.59202,116.94262051563534,35.5922923989615,商务住宅,商务住宅相关,商务住宅相关
51,B0FFKJ9J5E,薛庙社区新生活,九州中路六里井新村东侧约220米,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-22T15:17:03,116.772025,35.551696,116.7664410968678,35.55186740032976,商务住宅,商务住宅相关,商务住宅相关
52,B0G0XC0ZJC,鸿福花园东区,南站镇外环南路鸿福花园,山东省,370000,济宁市,537,汶上县,370830,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9bc5dede9e2ec32ebf07cd84df6080c8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/073bc6a908f3184d47437cca16c4a19c'}]",2022-08-22T14:44:01,116.492213,35.688883,116.48665751310472,35.68895155958135,商务住宅,商务住宅相关,商务住宅相关
53,B0IB2CV4MQ,悦达广场2期,商业北街与建设路交叉口西南约100米,山东省,370000,济宁市,537,微山县,370826,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-22T14:43:02,117.139896,34.815991,117.13399013005164,34.81671858057789,商务住宅,商务住宅相关,商务住宅相关
54,B0G1RS26H9,金色兰庭香堤,任城大道以北洸府河以西,山东省,370000,济宁市,537,任城区,370811,0537-5158777,商务住宅;住宅区;住宅小区,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8ae2b3b2bc275b91c43688877e5e6fe0'}, {'title': '效果图', 'url': 'http://store.is.autonavi.com/showpic/969a1ef97d47131b5c8203b4159ae303'}, {'title': '效果图', 'url': 'http://store.is.autonavi.com/showpic/18a81ef50831a0ab12dbb70c6f02caf8'}]",2022-08-22T13:59:04,116.638819,35.443821,116.63347409478854,35.444214766047786,商务住宅,住宅区,住宅小区
55,B0FFJ9E8W1,豪庭御都C区,旅游渡假区荷花路西侧豪庭御都附近,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-22T13:59:02,116.57888,35.361904,116.57358943949328,35.3623917884666,商务住宅,商务住宅相关,商务住宅相关
56,B0FFLJ3A2Z,绿景国际柏林区,泉源大道与光明路交叉口北140米,山东省,370000,济宁市,537,泗水县,370831,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d326deff53d6715260262ccad0886623'}]",2022-08-22T13:59:02,117.276668,35.655822,117.27077364345952,35.65590208201461,商务住宅,商务住宅相关,商务住宅相关
57,B0FFJ9E5CE,豪庭御都B区,北湖路与荷花路交叉口西220米,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/029174a8a25770562b15152e4b8462ca'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e6e8f809291bbb36215ff75a9ecc1033'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5cff00ca541d9dd0ad865dbcf2762009'}]",2022-08-22T13:59:02,116.57874,35.361374,116.57344937709584,35.36186213929992,商务住宅,商务住宅相关,商务住宅相关
58,B0FFLJYHNE,绿景国际-罗马区,丰收路与文化路交叉口东南180米,山东省,370000,济宁市,537,泗水县,370831,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e865eb292fa47bb604d5fe1153a4b5c1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5a7a2b103656ed8ae792d61514a22838'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6dc7fd4bb3db0d3d187707798a77e44a'}]",2022-08-22T13:59:02,117.275939,35.657569,117.2700456035468,35.65764890791265,商务住宅,商务住宅相关,商务住宅相关
59,B0FFKY87JU,绿地国际城学园,三里营路与站场一路交叉口西北100米,山东省,370000,济宁市,537,任城区,370811,13053786157,商务住宅;商务住宅相关;商务住宅相关,[],2022-08-21T09:35:05,116.614428,35.392272,116.60912842906208,35.392735218073845,商务住宅,商务住宅相关,商务住宅相关
60,B0FFKWX01I,犁铧春秋·荣府,大学西路127号,山东省,370000,济宁市,537,曲阜市,370881,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d13ef65ab94e074624abb4d4b8f71290'}]",2022-08-21T06:36:47,116.95188,35.594824,116.94634266482286,35.595087034695595,商务住宅,商务住宅相关,商务住宅相关
61,B0G2ML0FRN,新百汇,扬州北路89号,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;住宅区;住宅小区,[],2022-08-20T14:26:44,116.795944,35.556383,116.79038260746674,35.556579252976,商务住宅,住宅区,住宅小区
62,B0FFHD09YJ,旧关西区南区,文化西路与龙桥北路交叉口西南200米,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f43eff90c5c498b08e7f99b9cff81f83'}]",2022-08-20T12:29:32,116.811355,35.558663,116.80581697795957,35.558883156988074,商务住宅,商务住宅相关,商务住宅相关
63,B0HGGAUR0D,绿地国际城尚园,英华北路与英华南路交叉口南300米,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/19ae093a3f686d3615df1ebabd933a14'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4ebb0138b850161873ea2c769240d1c4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ebe430d89f00cd738024ad9fbdd6d098'}]",2022-08-20T11:00:02,116.610993,35.396883,116.60569649481016,35.397344512489795,商务住宅,商务住宅相关,商务住宅相关
64,B0G10SFHEB,绿地公馆静园,琵琶山路与济邹路交汇处东600米路南,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-20T11:00:02,116.607723,35.393922,116.60242959770012,35.39438764934371,商务住宅,商务住宅相关,商务住宅相关
65,B0FFM55XDR,嘉祥绿城玉兰花园一期,吉祥路与洪山路交叉口,山东省,370000,济宁市,537,嘉祥县,370829,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-20T10:37:01,116.371463,35.414688,116.36576096312014,35.41479185249274,商务住宅,商务住宅相关,商务住宅相关
66,B0FFJ9E8U3,怡和花园1期C区,龙桥市场监督管理所西南侧90米,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9a0f2f139acb86c341f9b36ebc8d8921'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ed02c5b5e9ee58ed09f4fb07ef834cee'}]",2022-08-20T10:37:01,116.804413,35.558898,116.79886369834968,35.559106063772155,商务住宅,商务住宅相关,商务住宅相关
67,B0FFI1XYPL,天下景城D区,城北路南200米,山东省,370000,济宁市,537,泗水县,370831,[],商务住宅;商务住宅相关;商务住宅相关,[],2022-08-20T10:36:01,117.268381,35.663156,117.26249766565192,35.6632393991926,商务住宅,商务住宅相关,商务住宅相关
68,B0FFICI56H,长安小区西区,乔家街9号附近,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1999c07039eb43f26a6428c76e8bd912'}]",2022-08-20T09:43:02,116.821331,35.557207,116.81581047316,35.55744625634997,商务住宅,商务住宅相关,商务住宅相关
69,B0FFICI8MB,长安小区北区,文化东路与府学西街交叉口东南120米,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8a2cc55dd808652a5a7c988df86ff9a4'}]",2022-08-20T09:43:02,116.821654,35.558677,116.8161338967536,35.55891592979701,商务住宅,商务住宅相关,商务住宅相关
70,B0FFGGE18G,长安东区,西御桥北路信用社大楼北,山东省,370000,济宁市,537,兖州区,370812,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/567a412da3102e78f3952478'}]",2022-08-20T09:43:01,116.823282,35.557937,116.81776488442284,35.55817943597344,商务住宅,商务住宅相关,商务住宅相关
71,B0FFK8HD8L,九九花园-西区,冯庄路与洸河路交叉口南侧,山东省,370000,济宁市,537,任城区,370811,[],商务住宅;商务住宅相关;商务住宅相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c15b3a02fec1df4f1bb5091df08f6e9c'}]",2022-08-20T08:34:00,116.560688,35.419518,116.55536763049987,35.4199344628048,商务住宅,商务住宅相关,商务住宅相关
